period,org_code,parent_org,org_name,type1_att,type2_att,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,type1_breach,type2_breach,other_breach,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,wait_12plus,type1_admissions,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,other_admissions,breach_rate,admission_rate,severe_wait_ratio,breached
MSitAE-DECEMBER-2023,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13242,0,11746,0,0,0,7487,0,250,0,0,0,573,1260,3795,0,424,1067,0.5653979761365353,0.28658812868146805,0.09515178975985501,1
MSitAE-DECEMBER-2023,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,10195,0,5125,3,0,412,6245,0,22,2,0,0,180,83,2829,0,0,274,0.6125551741049534,0.27748896517900934,0.008141245708680725,1
MSitAE-DECEMBER-2023,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8646,0,0,789,0,0,3834,0,0,265,0,0,805,505,2618,0,0,714,0.44344205412907706,0.30279898218829515,0.05840851260698589,1
MSitAE-DECEMBER-2023,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11945,0,3904,177,0,96,4963,0,164,34,0,0,1216,361,3157,0,196,1391,0.4154876517371285,0.2642946839681875,0.030221850146504813,1
MSitAE-DECEMBER-2023,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12685,0,4385,0,0,7128,6597,0,0,0,0,0,2022,18,4548,0,0,795,0.5200630666141112,0.35853370122191563,0.0014189988175009854,1
MSitAE-DECEMBER-2023,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12312,3369,6550,0,0,355,5796,20,625,0,0,0,831,179,3696,0,0,1023,0.47076023391812866,0.3001949317738791,0.014538661468486029,1
MSitAE-DECEMBER-2023,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8579,413,7532,94,0,145,5061,0,1635,39,0,43,337,820,1627,0,0,217,0.5899288961417415,0.18964914325678983,0.09558223569180557,1
MSitAE-DECEMBER-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6108,0,1063,27,0,0,2761,0,0,14,0,0,262,81,2838,0,0,585,0.452030124426981,0.46463654223968565,0.013261296660117878,1
MSitAE-DECEMBER-2023,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11839,1826,0,746,0,0,4864,5,0,0,0,0,812,0,2664,1,0,805,0.41084551060055746,0.225019004983529,0.0,1
MSitAE-DECEMBER-2023,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11191,0,8357,373,0,1,4083,0,13,76,0,0,751,97,2744,0,0,1552,0.36484675185416854,0.24519703333035475,0.008667679385220266,1
MSitAE-DECEMBER-2023,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11846,0,350,0,0,128,5075,0,0,0,0,0,1074,120,4252,0,0,1123,0.4284146547357758,0.3589397264899544,0.010130001688333615,1
MSitAE-DECEMBER-2023,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8101,0,6358,272,0,1025,3848,0,1165,92,0,0,473,785,2217,0,0,1053,0.4750030860387606,0.27366991729416124,0.09690161708431058,1
MSitAE-DECEMBER-2023,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7486,0,3537,209,0,588,2792,0,101,51,0,52,601,305,3029,0,49,910,0.3729628640128239,0.4046219609938552,0.04074271974352124,1
MSitAE-DECEMBER-2023,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17905,0,2122,780,0,173,3493,0,42,70,0,4,961,34,5051,0,0,1021,0.1950851717397375,0.28209997207483944,0.0018989109187377826,0
MSitAE-DECEMBER-2023,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24700,740,16882,0,0,0,12022,14,2453,0,0,0,1348,699,5433,0,0,1093,0.48672064777327934,0.21995951417004048,0.028299595141700405,1
MSitAE-DECEMBER-2023,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17532,0,7181,389,0,0,7689,0,195,80,0,0,401,384,7146,0,0,527,0.43856947296372345,0.4075975359342916,0.02190280629705681,1
MSitAE-DECEMBER-2023,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4902,0,694,166,0,30,1851,0,0,52,0,0,410,73,1349,0,0,422,0.37760097919216645,0.2751937984496124,0.014891880864953081,1
MSitAE-DECEMBER-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12895,0,4085,48,0,416,6599,0,675,24,0,51,520,702,3084,0,125,1402,0.5117487398216363,0.23916246607212097,0.05443970531213649,1
MSitAE-DECEMBER-2023,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10133,0,5314,19,0,102,4989,0,458,8,0,6,985,284,3385,0,0,336,0.4923517220961216,0.33405704135004444,0.02802723773808349,1
MSitAE-DECEMBER-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8815,478,2135,97,0,29,4465,8,80,33,0,0,294,1009,1962,0,0,1356,0.5065229722064662,0.22257515598411798,0.11446398184912082,1
MSitAE-DECEMBER-2023,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12463,0,8423,0,0,1,5263,0,308,0,0,0,667,93,3298,0,0,2044,0.42228997833587417,0.26462328492337317,0.007462087779828291,1
MSitAE-DECEMBER-2023,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7875,0,3189,73,0,25,4251,0,550,30,0,2,531,614,2175,0,128,724,0.5398095238095239,0.2761904761904762,0.07796825396825396,1
MSitAE-DECEMBER-2023,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5877,0,6060,0,0,0,4106,0,262,0,0,0,627,39,1991,0,0,156,0.6986557767568488,0.3387782882423005,0.006636038795303726,1
MSitAE-DECEMBER-2023,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15600,0,7740,0,0,669,6616,0,0,0,0,0,80,12,4902,0,0,2217,0.4241025641025641,0.31423076923076926,0.0007692307692307692,1
MSitAE-DECEMBER-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23991,0,7238,0,0,0,12562,0,521,0,0,0,1277,818,6939,0,418,1445,0.5236130215497479,0.28923346254845567,0.03409611937810012,1
MSitAE-DECEMBER-2023,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5443,0,5394,0,0,229,2575,0,223,0,0,1,484,41,2598,0,0,1390,0.4730846959397391,0.47731030681609404,0.00753261069263274,1
MSitAE-DECEMBER-2023,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12997,0,3336,0,0,0,6129,0,3,0,0,0,1280,305,3501,0,430,1143,0.47157036239132105,0.26936985458182655,0.023466953912441333,1
MSitAE-DECEMBER-2023,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6882,0,2985,194,0,83,3658,0,191,74,0,6,754,767,1854,0,0,191,0.5315315315315315,0.26939843068875324,0.11145015983725662,1
MSitAE-DECEMBER-2023,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7846,0,3223,150,0,261,4156,0,83,53,0,12,669,573,2230,0,0,1564,0.5296966607188376,0.2842212592403773,0.07303084374203415,1
MSitAE-DECEMBER-2023,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9289,0,4677,143,0,760,4055,0,160,25,0,0,2301,161,3653,0,0,1757,0.4365378404564539,0.39326084616212725,0.01733232856066315,1
MSitAE-DECEMBER-2023,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9228,0,0,402,0,0,4610,0,0,0,0,0,1363,0,1960,0,0,177,0.499566536627655,0.21239705244906806,0.0,1
MSitAE-DECEMBER-2023,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10168,0,11599,0,0,0,2736,0,8,0,0,0,96,0,5221,0,60,1256,0.2690794649881983,0.5134736428009441,0.0,0
MSitAE-DECEMBER-2023,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8674,0,2890,796,0,0,3072,0,0,148,0,0,490,629,2505,0,0,778,0.354161863038967,0.28879409730228267,0.07251556375374683,1
MSitAE-DECEMBER-2023,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9305,630,2542,1310,0,750,4970,7,54,698,0,10,1546,12,3687,0,0,2282,0.5341214400859753,0.39623858140784524,0.001289629231595916,1
MSitAE-DECEMBER-2023,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,16241,0,10132,0,0,0,8202,0,1212,0,0,0,1408,724,4325,0,0,483,0.5050181639061634,0.26630133612462287,0.04457853580444554,1
MSitAE-DECEMBER-2023,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11128,0,0,0,0,0,6412,0,0,0,0,0,1033,496,3673,0,0,1699,0.5762041696621136,0.3300682961897915,0.04457225017972682,1
MSitAE-DECEMBER-2023,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,12088,0,8136,0,0,0,4489,0,792,0,0,0,363,1162,3882,0,84,2018,0.37136002647253474,0.32114493712772996,0.09612839179351423,1
MSitAE-DECEMBER-2023,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15157,1676,266,453,0,0,8492,332,15,245,0,0,597,901,3824,0,0,3537,0.5602691825559147,0.25229267005344064,0.05944448109784258,1
MSitAE-DECEMBER-2023,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11656,1635,441,1433,0,117,5594,0,10,532,0,3,1145,3,4085,117,11,4215,0.4799245024021963,0.35046328071379546,0.00025737817433081676,1
MSitAE-DECEMBER-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12601,259,0,277,0,0,3337,1,0,24,0,0,353,692,2057,0,0,122,0.2648202523609237,0.1632410126180462,0.054916276485993176,0
MSitAE-DECEMBER-2023,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6715,0,1517,278,0,129,3099,0,248,92,0,21,942,145,2560,0,268,582,0.46150409530900965,0.3812360387192852,0.021593447505584513,1
MSitAE-DECEMBER-2023,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6131,0,2685,344,0,5,2816,0,6,135,0,0,679,121,2155,0,0,1178,0.4593051704452781,0.3514924155928886,0.019735769042570545,1
Total,Total,Total,Total,1355782,37696,716480,28438,1586,44936,619155,1567,36514,8223,4,799,104247,43858,406833,1327,4164,133819,0.45667740093908904,0.30007257803983234,0.03234885844479422,1
MSitAE-FEBRUARY-2023,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,12748,0,0,0,0,0,4142,0,0,0,0,0,1059,0,2709,0,0,912,0.32491371195481644,0.21250392218387198,0.0,1
MSitAE-FEBRUARY-2023,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8474,1173,2582,0,0,0,3279,0,45,0,0,0,297,376,3329,804,0,793,0.386948312485249,0.39284871371253244,0.04437101722917158,1
MSitAE-FEBRUARY-2023,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10264,1413,4535,378,0,898,4087,29,119,137,0,21,784,2,3756,21,0,1146,0.39818784099766175,0.3659392049883087,0.00019485580670303975,1
MSitAE-FEBRUARY-2023,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5015,0,2446,193,0,0,3144,0,46,108,0,0,543,120,1729,0,0,1069,0.6269192422731804,0.344765702891326,0.023928215353938187,1
MSitAE-FEBRUARY-2023,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,3549,0,0,41,0,20,1544,0,0,0,0,0,218,333,756,0,0,147,0.4350521273598197,0.21301775147928995,0.09382924767540152,1
MSitAE-FEBRUARY-2023,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5230,0,2739,25,0,20,2241,0,26,8,0,0,834,40,1527,0,0,695,0.4284894837476099,0.29196940726577436,0.0076481835564053535,1
MSitAE-FEBRUARY-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,8216,0,0,0,0,0,3694,0,0,0,0,0,560,3,2447,0,0,929,0.4496105160662123,0.29783349561830574,0.00036514118792599804,1
MSitAE-FEBRUARY-2023,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,6495,0,2460,194,0,0,2260,0,0,43,0,0,409,244,1720,0,0,87,0.3479599692070824,0.26481909160892997,0.03756735950731332,1
MSitAE-FEBRUARY-2023,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18360,1660,0,0,0,0,9030,108,0,0,0,0,1477,919,4384,3,0,2969,0.4918300653594771,0.23877995642701524,0.05005446623093682,1
MSitAE-FEBRUARY-2023,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13758,0,6926,41,0,1102,7299,0,1023,16,0,229,1224,931,3103,0,0,488,0.5305276929786306,0.2255415031254543,0.06766971943596453,1
MSitAE-FEBRUARY-2023,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6976,0,0,429,0,0,2964,0,0,0,0,0,394,6,2280,0,0,501,0.4248853211009174,0.3268348623853211,0.0008600917431192661,1
MSitAE-FEBRUARY-2023,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,6158,0,618,111,0,0,0,0,0,0,0,0,456,429,1728,0,0,715,0.0,0.2806105878531991,0.06966547580383241,0
MSitAE-FEBRUARY-2023,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,11489,0,4095,0,0,0,4346,0,0,0,0,0,415,406,1230,0,0,117,0.37827487161632867,0.10705892592914962,0.03533814953433719,1
MSitAE-FEBRUARY-2023,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5887,0,304,0,0,0,2540,0,1,0,0,0,356,665,1398,0,0,950,0.4314591472736538,0.23747239680652285,0.11296076099881094,1
MSitAE-FEBRUARY-2023,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5167,0,1139,330,0,292,1795,0,37,0,0,0,455,1,1669,0,0,96,0.3473969421327656,0.3230114186181537,0.00019353590090961874,1
MSitAE-FEBRUARY-2023,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,10905,1378,5423,0,0,735,4578,80,0,0,0,0,578,41,2979,15,0,2505,0.4198074277854195,0.2731774415405777,0.003759743237047226,1
MSitAE-FEBRUARY-2023,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8010,0,967,0,0,0,2794,0,48,0,0,0,672,417,2769,0,0,783,0.3488139825218477,0.3456928838951311,0.052059925093632956,1
MSitAE-FEBRUARY-2023,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,7143,0,0,129,0,0,1457,0,0,20,0,0,444,9,2902,0,0,1679,0.20397592048159036,0.40627187456250874,0.00125997480050399,0
MSitAE-FEBRUARY-2023,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10504,0,4850,187,0,0,5354,0,2,81,0,0,901,283,3098,0,0,1229,0.5097105864432597,0.29493526275704496,0.02694211728865194,1
MSitAE-FEBRUARY-2023,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7132,0,10041,219,0,162,3378,0,27,60,0,0,463,857,2235,0,0,1332,0.4736399326977005,0.3133763320246775,0.12016264722378014,1
MSitAE-FEBRUARY-2023,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,20613,1412,1888,1424,0,394,8666,6,83,458,0,10,1568,760,6205,35,52,1423,0.42041430165429583,0.3010236258671712,0.0368699364478727,1
MSitAE-FEBRUARY-2023,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,11136,0,0,362,0,0,0,0,0,0,0,0,956,228,3160,2,0,1933,0.0,0.28376436781609193,0.020474137931034482,0
MSitAE-FEBRUARY-2023,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,21413,780,17185,0,0,0,10319,10,3123,0,0,0,2714,648,4803,0,0,1102,0.48190351655536356,0.22430299350861627,0.030261990379675897,1
MSitAE-FEBRUARY-2023,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5040,0,0,0,0,0,1753,0,0,0,0,0,186,0,1418,0,0,357,0.3478174603174603,0.28134920634920635,0.0,1
MSitAE-FEBRUARY-2023,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,12729,2102,0,0,0,0,5598,53,0,0,0,0,1296,427,4188,11,0,1106,0.4397831722837615,0.3290124911619137,0.03354544740356666,1
MSitAE-FEBRUARY-2023,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,26153,0,1806,683,0,92,9920,0,81,209,0,9,2687,15,7220,0,204,1102,0.3793063893243605,0.2760677551332543,0.0005735479677283677,1
MSitAE-FEBRUARY-2023,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5754,0,5540,0,0,0,3642,0,435,0,0,0,498,15,1635,0,0,376,0.6329509906152242,0.2841501564129301,0.0026068821689259644,1
MSitAE-FEBRUARY-2023,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6383,0,2568,0,0,0,3031,0,231,0,0,0,361,233,1795,0,105,518,0.4748550838163873,0.2812157292809024,0.03650321165596115,1
MSitAE-FEBRUARY-2023,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,8627,0,3552,143,0,0,4713,0,148,32,0,0,236,0,4498,0,0,437,0.5463081024689928,0.521386345195317,0.0,1
MSitAE-FEBRUARY-2023,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5016,0,0,0,0,0,1105,0,0,0,0,0,0,0,914,0,0,247,0.2202950558213716,0.18221690590111642,0.0,0
MSitAE-FEBRUARY-2023,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4518,284,18,407,0,0,2337,0,0,0,0,0,223,0,1309,0,0,547,0.5172642762284196,0.28972996901283754,0.0,1
MSitAE-FEBRUARY-2023,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4421,0,183,312,0,15,528,0,0,33,0,0,1,0,838,0,0,196,0.11942999321420493,0.18954987559375708,0.0,0
MSitAE-FEBRUARY-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6275,0,0,126,0,0,2560,0,0,45,0,0,749,351,2128,0,0,562,0.40796812749003986,0.33912350597609564,0.05593625498007968,1
MSitAE-FEBRUARY-2023,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,16926,0,0,1820,0,0,0,0,0,0,0,0,2213,13,4702,0,0,1338,0.0,0.2777974713458584,0.0007680491551459293,0
MSitAE-FEBRUARY-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10592,2196,12895,0,0,0,7330,623,3446,0,0,0,757,838,3637,0,0,391,0.6920317220543807,0.34337235649546827,0.07911631419939577,1
MSitAE-FEBRUARY-2023,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7177,255,3537,0,0,0,0,0,0,0,0,0,474,771,2104,0,1022,0,0.0,0.29315870140727324,0.10742650132367285,0
MSitAE-FEBRUARY-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,11594,0,6388,18,0,501,3869,0,378,1,0,0,830,89,5441,0,0,886,0.33370708987407277,0.46929446265309643,0.0076763843367258925,1
MSitAE-FEBRUARY-2023,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,7488,0,1772,146,0,0,2563,0,1,27,0,0,459,240,2018,0,0,773,0.3422809829059829,0.26949786324786323,0.03205128205128205,1
MSitAE-FEBRUARY-2023,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,6966,0,5843,348,0,1359,3055,0,843,0,0,0,639,428,1950,0,0,1051,0.4385587137525122,0.27993109388458226,0.0614412862474878,1
MSitAE-FEBRUARY-2023,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4788,0,0,0,0,0,1098,0,0,0,0,0,0,0,777,0,0,161,0.22932330827067668,0.16228070175438597,0.0,0
MSitAE-FEBRUARY-2023,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11266,0,0,557,0,0,3826,0,0,0,0,0,364,36,1294,0,0,266,0.33960589383987216,0.11485886738860288,0.003195455352387715,1
MSitAE-FEBRUARY-2023,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3593,0,9648,0,0,0,0,0,0,0,0,0,123,3,1377,0,508,1935,0.0,0.38324519899805176,0.0008349568605622043,0
MSitAE-FEBRUARY-2023,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9074,0,0,0,0,0,5133,0,0,0,0,0,818,425,2899,0,0,1795,0.5656821688340313,0.3194842406876791,0.046837117037690106,1
MSitAE-FEBRUARY-2023,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,9115,0,6040,0,0,0,3442,0,196,0,0,0,709,349,3635,0,15,1170,0.3776193088315963,0.3987931980252331,0.03828853538123971,1
MSitAE-FEBRUARY-2023,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,3133,0,1969,14,0,25,1426,0,3,3,0,0,402,296,1099,0,0,186,0.45515480370252154,0.3507819980849026,0.0944781359719119,1
MSitAE-FEBRUARY-2023,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11640,0,12232,225,0,0,5701,0,814,109,0,0,868,575,5963,0,0,1080,0.4897766323024055,0.5122852233676976,0.04939862542955326,1
MSitAE-FEBRUARY-2023,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5269,0,0,558,0,0,2012,0,0,155,0,0,326,0,2057,0,0,781,0.3818561396849497,0.3903966597077244,0.0,1
MSitAE-FEBRUARY-2023,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,6615,0,3249,326,0,0,2200,0,4,45,0,0,655,125,2745,0,0,846,0.3325774754346183,0.41496598639455784,0.01889644746787604,1
MSitAE-FEBRUARY-2023,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5995,0,2276,87,0,20,3223,0,19,21,0,0,620,335,2114,0,0,847,0.5376146788990825,0.35262718932443704,0.05587989991659716,1
MSitAE-FEBRUARY-2023,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,8376,368,7793,0,0,202,4609,0,383,0,0,20,676,901,3460,4,0,1402,0.5502626552053486,0.4130850047755492,0.10756924546322827,1
MSitAE-FEBRUARY-2023,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3860,0,676,119,0,44,881,0,0,18,0,0,167,16,1048,0,0,424,0.2282383419689119,0.27150259067357513,0.004145077720207254,0
MSitAE-FEBRUARY-2023,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6866,0,4385,535,0,135,2434,0,243,204,0,0,582,0,1512,0,0,421,0.35450043693562483,0.22021555490824352,0.0,1
MSitAE-FEBRUARY-2023,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5244,0,9174,0,0,0,3072,0,393,0,0,0,472,614,1848,0,26,1067,0.585812356979405,0.3524027459954233,0.11708619374523264,1
MSitAE-FEBRUARY-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,10836,0,4127,14,0,115,5039,0,466,6,0,5,462,751,2791,0,101,1313,0.46502399409376155,0.2575673680324843,0.06930601698043559,1
