period,org_code,parent_org,org_name,type1_att,type2_att,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,type1_breach,type2_breach,other_breach,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,wait_12plus,type1_admissions,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,other_admissions,breach_rate,admission_rate,severe_wait_ratio,breached
MSitAE-MAY-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12430,1868,2321,1480,0,108,4159,0,2,412,0,0,687,1,4356,132,16,4727,0.33459372485921157,0.3504424778761062,8.045052292839903e-05,1
MSitAE-MAY-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8354,0,2941,144,0,207,4717,0,43,54,0,4,754,556,2199,0,0,1749,0.5646396935599712,0.26322719655254967,0.06655494373952597,1
MSitAE-MAY-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14039,0,12558,27,0,0,7326,0,2153,9,0,0,1149,602,3997,0,0,1474,0.5218320393190398,0.28470688795498256,0.04288054704751051,1
MSitAE-MAY-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7960,0,727,67,0,0,2827,0,0,0,0,0,554,387,2121,0,0,558,0.3551507537688442,0.2664572864321608,0.04861809045226131,1
MSitAE-MAY-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8039,0,3717,114,0,107,4234,0,349,56,0,7,628,590,2375,0,46,779,0.5266824231869636,0.29543475556661275,0.07339221296181117,1
MSitAE-MAY-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16286,0,9357,93,0,1319,6961,0,964,23,0,53,1714,840,2513,0,0,496,0.4274223259241066,0.15430431045069384,0.051578042490482624,1
MSitAE-MAY-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,14013,0,4077,0,0,0,4958,0,2,0,0,0,989,201,3841,0,390,1237,0.3538143152786698,0.27410261899664595,0.014343823592378506,1
MSitAE-MAY-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,15997,984,9467,1219,0,0,7637,92,333,270,0,0,1659,343,2854,0,0,411,0.4774020128774145,0.17840845158467214,0.021441520285053448,1
MSitAE-NOVEMBER-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15295,0,0,0,0,0,5422,0,0,0,0,0,1160,16,3104,0,0,316,0.3544949329846355,0.2029421379535796,0.0010460934946060804,1
MSitAE-NOVEMBER-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9116,151,4749,0,0,0,4665,0,93,0,0,0,567,604,2876,0,0,1468,0.5117376042123738,0.3154892496709083,0.06625713032031592,1
MSitAE-NOVEMBER-2024,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6145,0,3036,470,0,152,2998,0,16,208,0,2,355,102,2155,0,0,1229,0.48787632221318145,0.3506916192026037,0.01659886086248983,1
MSitAE-NOVEMBER-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7229,0,2646,0,0,48,4248,0,49,0,0,5,693,490,2460,0,0,1080,0.5876331442799834,0.3402960298796514,0.06778254253700373,1
MSitAE-NOVEMBER-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10655,1136,3542,0,0,0,4531,0,357,0,0,0,271,264,3890,766,0,2024,0.42524636320976067,0.3650868137024871,0.024777099953073676,1
MSitAE-NOVEMBER-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,7022,0,1388,830,0,8,1933,0,0,198,0,0,182,3,2619,0,0,1098,0.27527769866135005,0.3729706636285958,0.0004272287097692965,0
MSitAE-NOVEMBER-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9113,0,0,31,0,0,3569,0,0,0,0,0,470,0,2998,0,0,547,0.3916383188851092,0.3289805771974103,0.0,1
MSitAE-NOVEMBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4281,0,0,72,0,44,2006,0,0,0,0,0,171,168,881,0,0,236,0.46858210698434943,0.2057930390095772,0.039243167484232656,1
MSitAE-NOVEMBER-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11192,0,0,0,0,0,4397,0,0,0,0,0,659,549,3138,0,0,914,0.3928699070764832,0.28037884203002145,0.04905289492494639,1
MSitAE-NOVEMBER-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11925,1148,5849,586,0,1387,6023,20,324,274,0,46,770,11,4470,16,0,1443,0.5050733752620545,0.37484276729559746,0.0009224318658280922,1
MSitAE-NOVEMBER-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10909,0,0,6,0,0,2475,0,0,0,0,0,260,36,1823,0,0,318,0.22687689064075534,0.1671097259143826,0.0033000275002291685,0
MSitAE-NOVEMBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13190,0,0,429,0,0,4164,0,0,0,0,0,436,208,1359,0,0,261,0.3156937073540561,0.10303260045489007,0.015769522365428355,1
MSitAE-NOVEMBER-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12663,1573,5335,0,0,992,5288,81,0,0,0,0,685,32,3685,23,0,2771,0.4175945668482982,0.291005291005291,0.0025270473031667063,1
MSitAE-NOVEMBER-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13207,0,4126,0,0,7217,5892,0,0,0,0,0,2087,13,4389,0,0,727,0.44612705383508744,0.3323237676989475,0.0009843264935261605,1
MSitAE-NOVEMBER-2024,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7341,0,8383,0,0,0,3754,0,362,0,0,0,254,451,2363,0,194,295,0.5113744721427599,0.3218907505789402,0.06143577169322981,1
MSitAE-NOVEMBER-2024,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4036,0,0,316,0,3806,1602,0,0,94,0,7,196,44,1771,0,0,524,0.3969276511397423,0.438800792864222,0.010901883052527254,1
MSitAE-NOVEMBER-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7857,0,1079,277,0,69,3311,0,38,115,0,1,712,397,2798,0,78,863,0.42140766195749013,0.35611556573755887,0.05052819142166221,1
MSitAE-NOVEMBER-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22593,1372,5366,1319,0,1143,10126,52,564,464,0,32,764,908,8644,30,49,1416,0.4481919178506617,0.38259637940955166,0.040189439206833974,1
MSitAE-NOVEMBER-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13107,0,4597,0,0,0,5292,0,0,0,0,0,752,120,4285,4,0,2534,0.40375371938658733,0.32692454413672084,0.009155413138017853,1
MSitAE-NOVEMBER-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4191,261,1375,14,0,20,1575,0,0,5,0,0,144,45,1094,0,0,304,0.3758052970651396,0.26103555237413506,0.010737294201861132,1
MSitAE-NOVEMBER-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16427,2334,0,0,0,0,6438,161,0,0,0,0,1332,530,5439,14,0,1506,0.39191574846289645,0.33110123577037803,0.03226395568271748,1
MSitAE-NOVEMBER-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5764,0,10707,0,0,0,3047,0,665,0,0,0,579,607,2314,0,92,1310,0.5286259541984732,0.40145732130464956,0.1053088133240805,1
MSitAE-NOVEMBER-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7755,0,595,43,0,0,2998,0,0,0,0,0,464,524,1883,0,0,335,0.3865892972275951,0.24281108961960027,0.06756931012250161,1
MSitAE-NOVEMBER-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8706,0,340,0,0,0,3167,0,0,0,0,0,434,39,2476,0,0,886,0.36377211118768665,0.28440156214105217,0.004479669193659545,1
MSitAE-NOVEMBER-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12780,0,8560,86,0,836,4285,0,389,20,0,5,861,644,5839,0,0,1042,0.33528951486697967,0.45688575899843503,0.050391236306729266,1
MSitAE-NOVEMBER-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6074,1077,125,123,0,0,2581,0,0,26,0,0,408,257,1466,0,0,165,0.42492591373065525,0.2413566019097794,0.04231149160355614,1
MSitAE-NOVEMBER-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10036,0,9057,329,0,0,4244,0,193,0,0,0,1557,0,2021,0,0,233,0.42287764049422083,0.20137504982064566,0.0,1
MSitAE-NOVEMBER-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4604,299,1724,145,0,0,1982,0,0,65,0,0,478,17,1306,0,0,1049,0.43049522154648134,0.2836663770634231,0.0036924413553431797,1
MSitAE-NOVEMBER-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13334,0,9844,0,0,0,4741,0,628,0,0,0,430,1164,4052,0,73,1791,0.35555722213889307,0.303884805759712,0.08729563521823909,1
MSitAE-NOVEMBER-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10500,0,2421,0,0,0,6116,0,250,0,0,0,358,1562,3301,0,189,2053,0.5824761904761905,0.31438095238095237,0.14876190476190476,1
MSitAE-NOVEMBER-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9509,891,3183,0,0,0,2531,0,0,0,0,0,731,116,2577,0,57,1442,0.2661688926280366,0.27100641497528655,0.012198969397412978,0
MSitAE-NOVEMBER-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30826,0,5416,4,0,2,10484,0,360,0,0,1,2760,66,8908,0,202,1270,0.3401025108674496,0.28897683773438004,0.0021410497631869202,1
MSitAE-NOVEMBER-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5062,0,889,351,0,19,1889,0,1,90,0,0,406,96,1131,0,0,328,0.37317265902805213,0.2234294745160016,0.018964836033188465,1
MSitAE-NOVEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13817,2346,13830,0,0,0,6410,339,145,0,0,0,728,709,8036,0,0,377,0.4639212564232467,0.5816023738872403,0.051313599189404355,1
MSitAE-NOVEMBER-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13200,0,5254,1,0,0,5194,0,0,0,0,0,464,503,1417,0,0,114,0.3934848484848485,0.10734848484848485,0.03810606060606061,1
MSitAE-NOVEMBER-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13436,450,7891,794,0,580,7449,0,256,429,0,25,881,1077,5264,0,0,3097,0.5544060732360822,0.3917832688300089,0.08015778505507591,1
MSitAE-NOVEMBER-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5109,0,2292,0,0,0,2886,0,246,0,0,0,203,700,1686,0,0,1392,0.5648854961832062,0.3300058719906048,0.13701311411235076,1
MSitAE-NOVEMBER-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15478,0,8859,79,0,1114,6876,0,420,25,0,0,1662,776,3897,0,0,274,0.4442434423052074,0.25177671533789897,0.05013567644398501,1
MSitAE-NOVEMBER-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12296,860,6320,0,0,0,6019,94,488,0,0,0,104,32,1716,41,139,589,0.48950878334417697,0.13955757970071567,0.002602472348731295,1
MSitAE-NOVEMBER-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11574,0,3844,0,0,0,3989,0,15,0,0,0,638,276,3419,0,0,431,0.34465180577155696,0.2954034905823397,0.023846552617936754,1
MSitAE-NOVEMBER-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8745,0,1654,328,0,34,3829,0,45,94,0,2,740,451,2448,0,0,844,0.43785020011435105,0.2799313893653516,0.05157232704402516,1
MSitAE-NOVEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7812,0,1855,0,0,623,4639,0,0,0,0,0,556,117,1756,0,0,218,0.5938300051203277,0.22478238607270865,0.014976958525345621,1
MSitAE-NOVEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10468,0,0,0,0,0,3559,0,0,0,0,0,539,329,2769,0,0,509,0.3399885364921666,0.26452044325563623,0.03142911730989683,1
MSitAE-NOVEMBER-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7812,0,8991,0,0,1655,3855,0,731,0,0,69,345,17,2683,0,125,2335,0.4934715821812596,0.3434459805427547,0.0021761392729134667,1
MSitAE-NOVEMBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9073,0,2921,139,0,842,3095,0,74,11,0,55,592,377,3241,0,28,1039,0.34112201036041,0.35721371101069105,0.04155185715860245,1
MSitAE-NOVEMBER-2024,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8588,0,7456,0,0,771,3719,0,330,0,0,0,847,21,4208,0,0,565,0.4330461108523521,0.4899860270144388,0.0024452724732184445,1
MSitAE-NOVEMBER-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13411,0,5203,33,0,0,8428,0,72,10,0,0,681,261,2878,0,0,760,0.6284393408396093,0.21459995526060696,0.019461635970472,1
MSitAE-NOVEMBER-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6270,0,7004,0,0,0,3743,0,222,0,0,0,464,14,1902,0,0,134,0.5969696969696969,0.3033492822966507,0.0022328548644338117,1
MSitAE-NOVEMBER-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16716,0,8434,0,0,1038,6826,0,0,0,0,0,80,36,5026,0,0,2040,0.4083512802105767,0.30067001675041877,0.0021536252692031586,1
MSitAE-NOVEMBER-2024,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5652,212,0,513,0,0,2577,0,0,0,0,0,528,135,1587,0,0,556,0.4559447983014862,0.2807855626326964,0.02388535031847134,1
MSitAE-NOVEMBER-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5219,0,518,325,0,35,654,0,0,46,0,0,15,0,1245,0,0,102,0.12531136232994827,0.23855144663728683,0.0,0
MSitAE-NOVEMBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6813,0,1200,0,0,0,2912,0,0,0,0,0,294,97,2051,0,0,300,0.4274181711434023,0.30104212534859826,0.014237487156905915,1
MSitAE-NOVEMBER-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7287,0,1326,0,0,0,3175,0,0,0,0,0,525,339,1604,0,0,450,0.43570742418004665,0.22011801838891176,0.04652120214079868,1
MSitAE-NOVEMBER-2024,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10816,0,5404,245,0,322,5423,0,121,72,0,9,553,527,2741,0,32,477,0.5013868343195266,0.25342085798816566,0.048724112426035505,1
MSitAE-NOVEMBER-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12368,0,8991,0,0,0,5926,0,148,0,0,0,620,114,3201,0,0,1790,0.4791397153945666,0.2588130659767141,0.009217335058214747,1
MSitAE-NOVEMBER-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12029,1176,0,292,0,0,5287,72,0,122,0,0,433,5,3804,9,0,1532,0.43952115720342505,0.3162357635713692,0.00041566214980463877,1
MSitAE-NOVEMBER-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7489,0,1710,0,0,0,2619,0,60,0,0,0,678,141,1129,0,0,0,0.3497129122713313,0.15075443984510617,0.018827613833622647,1
MSitAE-NOVEMBER-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8628,0,3185,406,0,371,4077,0,8,0,0,0,419,541,1826,0,0,297,0.47253129346314326,0.21163653222067685,0.06270282800185442,1
MSitAE-NOVEMBER-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11951,80,1329,0,0,114,5735,0,60,0,0,0,432,128,4314,10,35,1213,0.47987616099071206,0.3609739770730483,0.01071040080328006,1
MSitAE-NOVEMBER-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9745,559,2487,1405,0,179,4460,11,303,567,0,17,482,825,2161,0,0,940,0.4576706003078502,0.22175474602360185,0.08465879938429964,1
MSitAE-NOVEMBER-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19742,0,6519,561,0,0,6684,0,218,0,0,0,1324,52,2894,0,0,354,0.33856752102117316,0.1465910242123392,0.0026339783203322867,1
MSitAE-NOVEMBER-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,18099,664,12091,42,0,80,7911,0,267,11,0,0,1826,403,3769,0,0,1179,0.43709597215315765,0.20824354936736836,0.02226642355931267,1
MSitAE-NOVEMBER-2024,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7061,0,5353,0,0,0,3765,0,135,0,0,0,1245,474,2301,0,0,702,0.5332105934003682,0.32587452202237643,0.0671293017986121,1
MSitAE-NOVEMBER-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35046,307,1602,11,0,219,15409,0,56,3,0,10,2475,1853,10365,0,0,7065,0.43967927866232953,0.29575415168635505,0.052873366432688466,1
MSitAE-NOVEMBER-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13201,0,12737,0,0,0,6113,0,594,0,0,0,618,1121,3170,0,595,502,0.4630709794712522,0.2401333232330884,0.08491780925687448,1
MSitAE-NOVEMBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5092,0,11553,0,0,0,2971,0,45,0,0,0,273,25,1715,0,491,2536,0.5834642576590731,0.336802827965436,0.004909662215239591,1
MSitAE-NOVEMBER-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,23225,1952,0,0,0,0,10469,119,0,0,0,0,1556,1108,6523,7,0,3534,0.4507642626480086,0.2808611410118407,0.04770721205597417,1
MSitAE-NOVEMBER-2024,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18553,0,2124,849,0,168,3865,0,8,125,0,0,964,80,5106,0,0,938,0.2083221042419016,0.27521155608257425,0.004311971109793564,0
MSitAE-NOVEMBER-2024,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9357,0,7669,1,0,0,5297,0,286,0,0,0,179,86,3296,0,101,243,0.5661002458052795,0.3522496526664529,0.00919098001496206,1
MSitAE-NOVEMBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8336,0,2261,2071,0,1488,3998,0,79,0,0,0,250,42,3210,0,0,397,0.47960652591170827,0.3850767754318618,0.005038387715930902,1
MSitAE-NOVEMBER-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8663,0,9773,340,0,250,4055,0,71,102,0,0,393,652,2527,0,0,1629,0.468082650352072,0.29170033475701257,0.07526261110469815,1
MSitAE-NOVEMBER-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,17661,0,8788,0,0,0,6401,0,211,0,0,0,1076,718,3813,0,0,527,0.36243700809693674,0.21589943944284015,0.04065454957250439,1
MSitAE-NOVEMBER-2024,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8411,433,6738,68,0,65,4967,0,713,31,0,7,231,874,1450,0,170,64,0.590536202591844,0.17239329449530377,0.10391154440613483,1
MSitAE-NOVEMBER-2024,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9841,0,4584,14,0,144,3490,0,291,4,0,0,1182,133,4115,0,0,863,0.35463875622396096,0.4181485621379941,0.01351488669850625,1
MSitAE-NOVEMBER-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17192,0,7066,439,0,0,6415,0,103,80,0,0,617,381,7587,0,0,620,0.3731386691484411,0.44130991158678456,0.02216147045137273,1
MSitAE-NOVEMBER-2024,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12745,0,14789,707,0,539,7100,0,451,0,0,0,1105,440,6576,0,350,1006,0.557081208316987,0.515967045900353,0.0345233424872499,1
MSitAE-NOVEMBER-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,22368,885,10583,0,0,0,10181,4,164,0,0,0,1825,360,6253,0,0,94,0.4551591559370529,0.27955114449213164,0.016094420600858368,1
MSitAE-NOVEMBER-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15519,1791,8023,463,0,0,8126,97,177,94,0,0,2060,1092,4588,0,0,2398,0.5236162123848186,0.2956376055158193,0.07036535859269283,1
MSitAE-NOVEMBER-2024,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6922,0,5861,307,0,146,3553,0,323,138,0,18,961,192,2871,0,268,581,0.5132909563709911,0.41476451892516614,0.027737648078590003,1
MSitAE-NOVEMBER-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14924,0,4326,409,0,446,6609,0,264,105,0,23,526,809,3732,0,59,1733,0.4428437416242294,0.2500670061645671,0.0542079871348164,1
MSitAE-NOVEMBER-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12241,0,4182,1280,0,65,5101,0,25,453,0,0,1445,87,4244,0,0,2233,0.4167143207254309,0.3467037006780492,0.007107262478555674,1
MSitAE-NOVEMBER-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9085,1138,7648,333,2,948,5323,0,238,175,0,21,1482,16,3762,0,0,3039,0.5859108420473308,0.41408915795266926,0.0017611447440836544,1
MSitAE-NOVEMBER-2024,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10534,0,5660,354,0,155,4958,0,435,203,0,4,814,162,3804,0,1,267,0.47066641351813177,0.3611163850389216,0.015378773495348396,1
MSitAE-NOVEMBER-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9302,0,0,0,0,0,2715,0,0,0,0,0,251,233,1437,0,0,46,0.29187271554504407,0.15448290690174157,0.02504837669318426,0
MSitAE-NOVEMBER-2024,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12235,0,8247,0,0,0,3991,0,1,0,0,0,981,213,2625,0,0,1658,0.32619534123416427,0.21454842664487128,0.017409072333469555,1
MSitAE-NOVEMBER-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26130,0,9115,0,0,0,12047,0,559,0,0,0,1252,1166,7384,0,407,2012,0.4610409491006506,0.28258706467661693,0.0446230386528894,1
MSitAE-NOVEMBER-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5572,0,5356,0,0,0,2443,0,397,0,0,0,568,241,2425,0,0,1340,0.43844221105527637,0.43521177315147164,0.04325197415649677,1
MSitAE-NOVEMBER-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9439,0,5014,0,0,719,2494,0,255,0,0,0,2171,93,3750,0,0,2291,0.2642229049687467,0.39728784828901365,0.009852738637567538,0
